c_id;item_name;item_code
8163.0;APPPHI5A06BF2E14721;6127.0
5558.0;ENTNOB5A4633C950FAD;7857.0
3058.0;APPNAT5A018FEDA562F;5666.0
11150.0;ENTNOB5A4633C950FAD;7857.0
3327.0;APPDAW5A802A7DAD4DF;8348.0
3058.0;APPNAT5A018FEDA562F;5666.0
7172.0;MATSAM5A7463EE3C1A5;8597.0
2827.0;HASQAR5A9509140D5A0;8688.0
5639.0;MATSAM5A7463EE3C1A5;8597.0
1281.0;APPORI59D49CEFCA785;6984.0
747.0;BAGDOV5A099F4F52FAF;7530.0
747.0;KNO59D64DAF36939;5176.0
706.0;MOR5A816ECA30809;8468.0
5639.0;MATSAM5A7463EE3C1A5;8597.0
2987.0;HASQAR5A53693BDD568;7945.0
10650.0;APPDAW5A802A7DAD4DF;8348.0
2827.0;HASQAR5A9509140D5A0;8688.0
2827.0;BAGSAE5A002F0E57F42;6843.0
2827.0;BAGSAE5A002F04EBDF3;5733.0
2827.0;BAGSAE5A002F041D698;5741.0
933.0;WOFGUL59C2434A8E286;7699.0
1862.0;MATSAM5AAB59DF9F3E4;8852.0
5594.0;MATSAM5A7463EE3C1A5;8597.0
3053.0;DET5A816ECB84C30;8282.0
5594.0;MATSAM5A7463EE3C1A5;8597.0
5594.0;MATSAM5A7463EE3C1A5;8597.0
10269.0;MATHUA5AA659A7AC0D9;8890.0
2745.0;HALSHO59F82E0B3AEED;5847.0
2745.0;HALSHO59F8669F78A2D;6192.0
3458.0;MATBAT5A6EE62828881;8146.0
11294.0;APPNAT5A0A01860CE92;6700.0
11294.0;APPDAW59E0BC5F6107E;5587.0
10874.0;ENTNOB5A4633C950FAD;7857.0
11294.0;APPDAW59E0BC5F6107E;5587.0
11294.0;APPNAT5A0A01860CE92;6700.0
1912.0;ENTNOB5A4633C950FAD;7857.0
1027.0;HASQAR5A618CB95E324;8304.0
1027.0;BAGBER59DDB81C02060;5455.0
1027.0;BAGBER59DDB81889340;5549.0
1027.0;KNO59D64DAF36939;5176.0
412.0;MATSAM5A7463EE3C1A5;8597.0
2827.0;HASQAR5A9509140D5A0;8688.0
151.0;MOR5A8D58C2CB90C;8600.0
151.0;SNO5A685DB296774;8116.0
151.0;SOGALM5A8BD55915F08;8606.0
151.0;SOGALM5A8BD561CA84E;8579.0
9822.0;JAZ5A5F32D789415;7847.0
9822.0;JAZ5A5F32CFCAF24;8806.0
9822.0;MOR59F333319808D;5509.0
9822.0;HASQAR5A53691192C5D;7931.0
9822.0;HASQAR5A618CBE0B442;8099.0
9822.0;HASQAR5A618CD032D09;8098.0
9822.0;HASQAR5A53693BDD568;7945.0
5585.0;HASQAR5A536980727AB;7947.0
5585.0;HASQAR5A53693BDD568;7945.0
