model_num,rnn_style,emb_units,rnn_units,drop_rate,l_rate,replication,accuracy
7.0,lstm,32.0,200.0,0.6,0.001,2.0,0.37303626537323
7.0,lstm,64.0,600.0,0.6,0.001,2.0,0.2956298291683197
7.0,lstm,64.0,600.0,0.8,0.001,1.0,0.35961154103279114
7.0,lstm,128.0,100.0,0.6,0.001,1.0,0.38531848788261414
7.0,lstm,128.0,100.0,0.6,0.001,2.0,0.3947443664073944
7.0,lstm,128.0,300.0,0.8,0.001,2.0,0.38788917660713196
7.0,lstm,32.0,300.0,0.8,0.001,1.0,0.3958868980407715
7.0,lstm,64.0,200.0,0.8,0.001,1.0,0.39360183477401733
7.0,lstm,96.0,300.0,0.6,0.001,2.0,0.33361896872520447
7.0,lstm,128.0,200.0,0.6,0.001,1.0,0.3773207664489746
7.0,lstm,96.0,200.0,0.6,0.001,2.0,0.36389604210853577
7.0,lstm,32.0,200.0,0.6,0.001,1.0,0.3710368573665619
7.0,lstm,128.0,200.0,0.8,0.001,2.0,0.3867466449737549
7.0,lstm,32.0,100.0,0.6,0.001,1.0,0.38046273589134216
7.0,lstm,32.0,100.0,0.8,0.001,2.0,0.37217938899993896
7.0,lstm,128.0,300.0,0.8,0.001,1.0,0.3884604275226593
7.0,lstm,128.0,600.0,0.8,0.001,2.0,0.3673236072063446
7.0,lstm,64.0,100.0,0.6,0.001,1.0,0.3918880224227905
7.0,lstm,128.0,400.0,0.8,0.001,1.0,0.3736075460910797
