model_num,rnn_style,emb_units,rnn_units,drop_rate,l_rate,replication,accuracy
1.0,lstm,32.0,600.0,0.8,0.001,2.0,0.29701244831085205
1.0,lstm,32.0,600.0,0.6,0.001,2.0,0.2618238925933838
1.0,lstm,128.0,600.0,0.8,0.001,1.0,0.28359898924827576
1.0,lstm,32.0,200.0,0.6,0.001,2.0,0.2848183810710907
1.0,lstm,64.0,400.0,0.8,0.001,1.0,0.30676770210266113
1.0,lstm,128.0,100.0,0.6,0.001,2.0,0.31208083033561707
1.0,lstm,96.0,600.0,0.6,0.001,2.0,0.2508492171764374
1.0,lstm,64.0,100.0,0.8,0.001,2.0,0.3025868833065033
1.0,lstm,128.0,100.0,0.8,0.001,2.0,0.3024126887321472
1.0,lstm,128.0,500.0,0.8,0.001,1.0,0.30798712372779846
1.0,lstm,128.0,400.0,0.6,0.001,2.0,0.26513370871543884
1.0,lstm,96.0,600.0,0.8,0.001,2.0,0.3003222644329071
1.0,lstm,96.0,500.0,0.6,0.001,1.0,0.26356589794158936
1.0,lstm,64.0,500.0,0.8,0.001,1.0,0.30328369140625
1.0,lstm,64.0,300.0,0.6,0.001,2.0,0.2704468369483948
1.0,lstm,96.0,200.0,0.6,0.001,2.0,0.2777632474899292
1.0,lstm,64.0,400.0,0.6,0.001,1.0,0.2787213623523712
1.0,lstm,32.0,100.0,0.6,0.001,2.0,0.2925703227519989
1.0,lstm,32.0,300.0,0.8,0.001,2.0,0.29884156584739685
1.0,lstm,96.0,100.0,0.6,0.001,1.0,0.2930929362773895
1.0,lstm,64.0,100.0,0.6,0.001,1.0,0.29091542959213257
1.0,lstm,128.0,600.0,0.8,0.001,2.0,0.3017158806324005
1.0,lstm,32.0,400.0,0.6,0.001,1.0,0.28037628531455994
1.0,lstm,64.0,600.0,0.6,0.001,2.0,0.26670151948928833
1.0,lstm,32.0,200.0,0.6,0.001,1.0,0.27854716777801514
1.0,lstm,64.0,300.0,0.6,0.001,1.0,0.28856372833251953
1.0,lstm,96.0,600.0,0.6,0.001,1.0,0.24875882267951965
1.0,lstm,32.0,600.0,0.8,0.001,1.0,0.2746276557445526
1.0,lstm,32.0,500.0,0.8,0.001,2.0,0.2950962483882904
